registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,3049,T J Washing Plant,15-11-2009,2500,,,,,,,,,0,none
Ba: Bo:,3050,Stylo Apparels Ind: Ltd.,21-11-2012,2500,,,,,,,,,0,none
Ba: Bo:,3052,Best Wool Sweaters Ltd.,02-11-2016,3500,,,,,,,,,0,none
Ba: Bo:,3051,Stylo Knitware (P:) Ltd.,02-11-2009,2500,,,,,,,,,0,none
Ba: Bo:,3053,Samira Sweater,14-04-2015,2500,,,,,,,,,0,none
Ba: Bo:,3054,The- Delta Composit Kniting Ind: Ltd.,24-01-2012,7000,,,,,,,,,0,none
Ba: Bo:,3058,Best Wool Sweaters Ltd.,02-11-2016,3500,,,,,,,,,0,none
Ba: Bo:,3060,Naliza Sweaters Ltd.,17-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,3066,Ha-Well Textiles (BD) Ltd.,27-12-2018,7000,,,,,,,,,0,none
Ba: Bo:,3064,Rafic Textile Dying & Printing Works,20-12-2021,5000,,,,,,,,,0,none
Ba: Bo:,3065,Nurul Textile,15-09-2004,3500,,,,,,,,,0,none
Ba: Bo:,3067,Babui Knit Fashions Ltd.,13-12-2004,2500,,,,,,,,,0,none
Ba: Bo:,3070,N K Sweaters Ltd.,17-12-2006,2500,,,,,,,,,0,none
Ba: Bo:,3071,N R C Knit Fashions Ltd.,11-12-2016,"=2,500/-",,,,,,,,,0,none
Ba: Bo:,3076,Asif Textile Mills,20-12-2004,4500,,,,,,,,,0,none
Ba: Bo:,3075,Habib Dying & Printing Works,23-04-2021,4500,,,,,,,,,0,none
Ba: Bo:,3077,Perfect Sweaters Ltd.,01-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,3079,Time Sweaters Ltd.,03-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,3078,FINE SWEATERS LTD.,03-04-2018,3500,,,,,,,,,0,none
Ba: Bo:,3080,Time Sweaters Ltd.,03-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,3083,FAIR KNITING LTD.,27-12-2004,2500,,,,,,,,,0,none
Ba: Bo:,3081,SKY LINE APPARELS LTD.,14-12-2005,2500,,,,,,,,,0,none
Ba: Bo:,3084,Knitexpo limited,17-09-2017,2500,,,,,,,,,0,none
Ba: Bo:,3088,Concord Garments Ltd.,26-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,3090,Messures Krislan Sweater Ltd.,04-01-2005,2500,,,,,,,,,0,none
Ba: Bo:,3094,M R Dying & Finishing (P:) Ltd.,18-01-2012,5000,,,,,,,,,0,none
Ba: Bo:,3096,Imam Dying Kniting Printing & Finishing Ind:,24-12-2019,7000,,,,,,,,,0,none
Ba: Bo:,3095,T S Sweaters Ltd.,25-09-2020,2500,,,,,,,,,0,none
Ba: Bo:,3097,Belly Yearn Dye Ltd.,21-12-2022,5500,,,,,,,,,0,none
Ba: Bo:,3101,M/S Rahmat Sweater (BD) Ltd.,10-07-2017,3500,,,,,,,,,0,none
Ba: Bo:,3102,Nur A Madina Dying & Finishing Mills Ltd.,16-11-2021,6500,,,,,,,,,0,none
Ba: Bo:,3103,Kattali Textile Ltd.,01-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,3108,Amex Kniting & Dying Industries Ltd.,22-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,3109,Amex Kniting & Dying Industries Ltd.,22-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,3112,Kanij Garments Ltd.,18-01-2013,2500,,,,,,,,,0,none
Ba: Bo:,3113,River Side Sweaters Ltd.,28-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,3114,River Side Sweaters Ltd.,28-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,3117,Albaraka Textile Processing,30-04-2021,3500,,,,,,,,,0,none
Ba: Bo:,3118,Salma Textile,20-07-2022,4500,,,,,,,,,0,none
Ba: Bo:,3120,Paban Textile Mills Ltd.,28-12-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,3121,Unity Fabric Ind: Ltd.,16-01-2019,6000,,,,,,,,,0,none
Ba: Bo:,3124,Load Star Sweaters Ltd.,25-02-2012,2500,,,,,,,,,0,none
Ba: Bo:,3125,Load Star Sweaters Ltd.,09-02-2012,2500,,,,,,,,,0,none
Ba: Bo:,3128,Shanto Marium Fashions Ltd.,18-11-2020,3500,,,,,,,,,0,none
Ba: Bo:,3127,Laxma Sweaters Ltd.,15-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3129,Shanto Marium Fashions Ltd.,18-11-2020,3500,,,,,,,,,0,none
Ba: Bo:,3131,Columbia Apparels Ltd.,01-01-2019,2500,,,,,,,,,0,none
Ba: Bo:,3130,Sam Sweaters Ltd.,29-01-2015,2500,,,,,,,,,0,none
Ba: Bo:,3137,Worm Fashion Ltd.,27-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,3136,D K Sweater Ltd.,11-05-2017,2500,,,,,,,,,0,none
Ba: Bo:,3138,Kung Keng Textile (Bangladesh) Ltd.,07-02-2017,6500,,,,,,,,,0,none
Ba: Bo:,3139,Sattar Textile Mills Ltd.,17-01-2018,5000,,,,,,,,,0,none
Ba: Bo:,3142,Aro Desing & Fashion Ltd.,10-01-2010,2500,,,,,,,,,0,none
Ba: Bo:,3144,Imperial Sweater (BD) Ltd.,24-02-2005,2500,,,,,,,,,0,none
Ba: Bo:,3143,Dynamic Sweater Industries Ltd.,15-04-2022,3500,,,,,,,,,0,none
Ba: Bo:,3145,Imperial Sweater (BD) Ltd.,24-02-2005,2500,,,,,,,,,0,none
Ba: Bo:,3146,Imperial Sweater (BD) Ltd.,24-02-2005,2500,,,,,,,,,0,none
Ba: Bo:,3147,Gelions Sweaters Ltd.,12-02-2006,3500,,,,,,,,,0,none
Ba: Bo:,3149,Tuba Textile Mills Ltd.,21-11-2012,2500,,,,,,,,,0,none
Ba: Bo:,3150,Hanan Tanvir Fashion wear Ltd.,15-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,3152,Sihan Specialized Washing Ind: Ltd.,25-02-2005,2500,,,,,,,,,0,none
Ba: Bo:,3151,Senon Sweaters Ltd.,24-02-2005,3500,,,,,,,,,0,none
Ba: Bo:,3161,B P Sweaters (P:) Ltd.,06-03-2008,2500,,,,,,,,,0,none
Ba: Bo:,3160,Grameen Knitware Ltd.,10-03-2022,4500,,,,,,,,,0,none
Ba: Bo:,3165,Cristal Martin Apparels Bangladesh Ltd.,22-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,3163,Khan Jahan Ali Sweaters Ltd.,04-05-2012,2500,,,,,,,,,0,none
Ba: Bo:,3164,Onas Apparels Ltd.,24-03-2012,2500,,,,,,,,,0,none
Ba: Bo:,3166,Unique Textile,06-10-2020,4500,,,,,,,,,0,none
Ba: Bo:,3169,Kan Tram Garments (P:) Ltd.,21-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,3173,Rahman Knit Garments Ltd.,09-03-2022,6500,,,,,,,,,0,none
Ba: Bo:,3177,Monami Sweater Ltd.,17-03-2007,2500,,,,,,,,,0,none
Ba: Bo:,3178,Rana International Fashion,12-03-2008,3500,,,,,,,,,0,none
Ba: Bo:,3176,Monami Sweater Ltd.,17-03-2007,2500,,,,,,,,,0,none
Ba: Bo:,3180,Arpat Sweaters Ltd.,09-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,3181,M & M Shirts Ltd.,21-06-2016,2500,,,,,,,,,0,none
Ba: Bo:,3182,M & M Shirts Ltd.,21-06-2016,2500,,,,,,,,,0,none
Ba: Bo:,3184,F K N Printing Mills Ltd.,12-02-2020,6500,,,,,,,,,0,none
Ba: Bo:,3185,Jinat Apparels Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3186,Jinat Apparels Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3188,Jinat Apparels Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3187,Jinat Apparels Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3191,Tamishna Fashionware Ltd.,02-02-2016,3500,,,,,,,,,0,none
Ba: Bo:,3189,Flamingo Fashions Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3190,Flamingo Fashions Ltd.,21-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,3193,Hydroxid Knitware Ltd.,12-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3194,Hydroxid Knitware Ltd.,12-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3195,April Fashions Ltd.,18-08-2017,3500,,,,,,,,,0,none
Ba: Bo:,3197,Y K Knitware Ltd.,14-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,3200,Iden Fashion Ltd.,22-03-2005,2500,,,,,,,,,0,none
Ba: Bo:,3201,C B Dying & Finishing Mills Ltd.,28-03-2008,3500,,,,,,,,,0,none
Ba: Bo:,3199,Iden Fashion Ltd.,19-03-2005,2500,,,,,,,,,0,none
Ba: Bo:,3202,M R Sweater Ltd.,24-03-2005,3500,,,,,,,,,0,none
Ba: Bo:,3203,Mevis Garments Ltd.,14-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3205,Mevis Garments Ltd.,24-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,3207,Skyline Apparels Ltd.,11-10-2008,2500,,,,,,,,,0,none
Ba: Bo:,3206,Kuliarchar Sweaters Ltd.,14-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,3209,Babylon Casual wear Ltd0,15-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,3212,Mahiuddin Textile (P:) Ltd.,27-03-2006,3500,,,,,,,,,0,none
Ba: Bo:,3214,A G Dresses Ltd.,08-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,3216,Millinnium Garments Ltd.,02-04-2005,2500,,,,,,,,,0,none
Ba: Bo:,3218,Knitivo Fashion Ltd.,15-10-2017,3500,,,,,,,,,0,none
Ba: Bo:,3219,Knitivo Fashion Ltd.,04-04-2016,3500,,,,,,,,,0,none
Ba: Bo:,3222,Hanaro Fashions Ltd.,08-03-2010,2500,,,,,,,,,0,none
Ba: Bo:,3221,Victory Knitwares Ltd.,07-04-2010,3500,,,,,,,,,0,none
Ba: Bo:,3224,RIDOM FASHION LTD.,12-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,3225,A K H Kniting & Dying Ltd.,02-03-2023,7000,,,,,,,,,0,none
Ba: Bo:,3231,Eon Knit Composite Ltd.,02-06-2014,2500,,,,,,,,,0,none
Ba: Bo:,3229,S F Knitware Ltd.,08-04-2005,5500,,,,,,,,,0,none
Ba: Bo:,3232,Share Knitware Ltd.,01-04-2008,2500,,,,,,,,,0,none
Ba: Bo:,3233,Madina Pel Fashions Crart Ltd.,27-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,3237,Messures Mohammadi Sizing & Textile Mill,22-04-2022,5000,,,,,,,,,0,none
Ba: Bo:,3238,Dard Garments Ltd.,17-03-2018,4500,,,,,,,,,0,none
Ba: Bo:,3239,Paradise Sweaters Ltd.,17-04-2005,2500,,,,,,,,,0,none
Ba: Bo:,3240,Dishang Sweater Ltd.,04-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,3241,Unicom Sweaters Ltd.,21-11-2019,2500,,,,,,,,,0,none
Ba: Bo:,3242,Unicom Sweaters Ltd.,17-04-2005,2500,,,,,,,,,0,none
Ba: Bo:,3243,Faim Knitware Ltd.,27-04-2012,3500,,,,,,,,,0,none
Ba: Bo:,3244,Agrani Sweaters Ltd.,18-04-2007,3500,,,,,,,,,0,none
Ba: Bo:,3246,Nexus Sweaters Ind: (P:) Ltd.,29-03-2011,2500,,,,,,,,,0,none
Ba: Bo:,3245,Star Link Apparels Ltd.,16-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,3247,Anjir Apparels Ltd.,21-04-2011,3500,,,,,,,,,0,none
Ba: Bo:,3248,Jame Knitware Fabrics Co. Ltd.,10-04-2006,5000,,,,,,,,,0,none
Ba: Bo:,3252,Seven Star Sweater (P:) Ltd.,18-02-2021,2500,,,,,,,,,0,none
Ba: Bo:,3257,Leese Apparels Ltd.,26-02-2021,2500,,,,,,,,,0,none
Ba: Bo:,3256,Dipta Garments Ltd.,18-04-2006,2500,,,,,,,,,0,none
Ba: Bo:,3259,Knit Zone Mod (P:) Ltd.,02-04-2009,2500,,,,,,,,,0,none
Ba: Bo:,3258,McCoy Sweater Ltd.,11-03-2020,2500,,,,,,,,,0,none
Ba: Bo:,3260,Knit Zone Mod (P:) Ltd.,18-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,3261,Knit Zone Mod (P:) Ltd.,18-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,3262,Messures Sonali Textile Mills,12-04-2018,3500,,,,,,,,,0,none
Ba: Bo:,3263,Dynesti Sweater (BD) Ltd.,17-04-2018,2500,,,,,,,,,0,none
Ba: Bo:,3264,Arai Fashion Ltd.,15-05-2022,4500,,,,,,,,,0,none
Ba: Bo:,3267,Ashik Jeans Apparels Ltd.,10-04-2022,3500,,,,,,,,,0,none
Ba: Bo:,3272,The Cloth & Fashion Ltd.,11-04-2016,2500,,,,,,,,,0,none
Ba: Bo:,3271,Provati Dyeing & Screen Printing Works Ltd.,19-04-2020,3500,,,,,,,,,0,none
Ba: Bo:,3273,Focus Fashions Ltd.,10-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,3274,Kanij Garments Ltd.,17-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3276,Ashraf Garments (P:) Ltd.,22-04-2005,2500,,,,,,,,,0,none
Ba: Bo:,3277,Masco Washing & Dying,27-04-2006,2500,,,,,,,,,0,none
Ba: Bo:,3280,Soyan Garments (BD) Ltd.,19-05-2010,2500,,,,,,,,,0,none
Ba: Bo:,3279,Soyan Garments (BD) Ltd.,19-05-2010,2500,,,,,,,,,0,none
Ba: Bo:,3281,Soyan Garments (BD) Ltd.,19-05-2010,2500,,,,,,,,,0,none
Ba: Bo:,3282,Chung Kung Garments (BD) Ltd.,19-05-2010,2500,,,,,,,,,0,none
Ba: Bo:,3283,Citadel Apparels Ltd.,12-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,3286,Madinapel Fashions Craft Ltd.,12-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,3287,Faiskar Apparels (P:) Ltd.,10-05-2005,2500,,,,,,,,,0,none
Ba: Bo:,3290,Shirina Garments & Textile,20-03-2023,2500/-,,,,,,,,,0,none
Ba: Bo:,3294,Spring Knitwares Ltd.,07-05-2012,2500,,,,,,,,,0,none
Ba: Bo:,3297,Opex Fashion Ltd.,26-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,3299,Opex Fashion Ltd.,01-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,3298,Opex Fashion Ltd.,01-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,3301,Opex Fashion Ltd.,26-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,3300,Opex Fashion Ltd.,26-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,3306,Alliance Sweaters  Ltd.,22-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,3307,Alliance Sweaters  Ltd.,04-05-2016,2500,,,,,,,,,0,none
Ba: Bo:,3308,John Sin Textile Ind: Ltd.,23-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,3311,N H Apparels Ltd,25-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,3312,Star Fabrics Ltd.,02-11-2022,6500,,,,,,,,,0,none
Ba: Bo:,3313,Mother Washing Plant,13-04-2006,4500,,,,,,,,,0,none
Ba: Bo:,3315,Ambia Sweaters Ltd.,09-05-2017,3500,,,,,,,,,0,none
Ba: Bo:,3318,Lagos Apparels Ltd.,02-07-2010,2500,,,,,,,,,0,none
Ba: Bo:,3320,The Yourk Garments Ltd.,19-05-2020,2500,,,,,,,,,0,none
Ba: Bo:,3322,M I Knitware Ltd.,27-05-2018,2500,,,,,,,,,0,none
Ba: Bo:,3324,Thats it Garments Ltd.,25-05-2017,2500,,,,,,,,,0,none
Ba: Bo:,3331,Shah Amanat Chittagonga Textile Mills Ltd.,20-06-2012,4500,,,,,,,,,0,none
Ba: Bo:,3332,House of Sun Shine Knitware Ltd.,20-07-2010,2500,,,,,,,,,0,none
Ba: Bo:,3335,Amity Sweaters Ltd.,19-06-2017,2500,,,,,,,,,0,none
Ba: Bo:,3339,Tamishna Fashionware Ltd.,04-06-2007,2500,,,,,,,,,0,none
Ba: Bo:,3341,Aristocrate Sweater & Dying Ind: Ltd.,20-06-2005,2500,,,,,,,,,0,none
Ba: Bo:,3345,Sentex Textile & Apparels Ltd.,23-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,3344,Saju Sweaters Ltd.,19-07-2017,3500,,,,,,,,,0,none
Ba: Bo:,3346,V-Sine Sweaters Ltd.,07-06-2010,3500,,,,,,,,,0,none
Ba: Bo:,3348,Gazipur Fashion Ltd.,09-06-2016,2500,,,,,,,,,0,none
Ba: Bo:,3349,Sinha Washing Plant,15-03-2016,5500,,,,,,,,,0,none
Ba: Bo:,3352,Clamoon Garments Ltd.,08-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,3351,R R Sweaters Ltd.,04-06-2018,2500,,,,,,,,,0,none
Ba: Bo:,3353,F B Fashion (P:) Ltd.,03-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,3354,Tanaj Fashions Ltd.,08-07-2017,2500,,,,,,,,,0,none
Ba: Bo:,3357,Chittagong Asian Apparels Ltd.,26-07-2016,2500,,,,,,,,,0,none
Ba: Bo:,3358,Asian Apparels Ltd.,19-06-2017,2500,,,,,,,,,0,none
Ba: Bo:,3359,Fortune Apparels Ltd.,26-07-2016,2500,,,,,,,,,0,none
Ba: Bo:,3360,Leese Apparels Ltd.,10-07-2018,2500,,,,,,,,,0,none
Ba: Bo:,3361,Leese Apparels Ltd.,26-02-2021,2500,,,,,,,,,0,none
Ba: Bo:,3362,Sonya Sweaters Ltd.,12-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,3365,Khaja Alabox Textile Mills,21-12-2011,3500,,,,,,,,,0,none
Ba: Bo:,3366,Alauddin Textile Mills Pvt. Ltd.,19-07-2007,3500,,,,,,,,,0,none
Ba: Bo:,3368,Confidence Sweaters Ltd.,10-07-2006,2500,,,,,,,,,0,none
Ba: Bo:,3367,Confidence Sweaters Ltd.,10-07-2006,2500,,,,,,,,,0,none
Ba: Bo:,3369,Shihan Specialized Textile Mills,25-06-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,3371,KM Colour & Fabrics,22-10-2015,2500,,,,,,,,,0,none
Ba: Bo:,3370,Desh Garments Ltd.,12-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3374,Firoja Garments Ltd.,24-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3373,High Woon Apparels Ltd.,20-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3378,Tropica Garments Ltd.,15-07-2005,2500,,,,,,,,,0,none
Ba: Bo:,3377,Tropica Garments Ltd.,15-07-2005,2500,,,,,,,,,0,none
Ba: Bo:,3376,Y N L Apparels Ltd.,24-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3379,Setara Knitware Ltd.,16-07-2013,2500,,,,,,,,,0,none
Ba: Bo:,3380,Nayla Fashion (P:) Ltd.,16-07-2006,2500,,,,,,,,,0,none
Ba: Bo:,3382,Creative Sweaters (Pvt.) Ltd.,10-07-2019,3500,,,,,,,,,0,none
Ba: Bo:,3383,Motherland Sweater Ind: Ltd.,18-07-2005,2500,,,,,,,,,0,none
Ba: Bo:,3384,Iris Fashions Ltd.,11-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,3385,Mohammadi Fashion Ltd.,18-07-2006,2500,,,,,,,,,0,none
Ba: Bo:,3386,Baipad Sweaters Ltd.,21-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3387,Hasin Garments Ltd.,09-11-2018,3500,,,,,,,,,0,none
Ba: Bo:,3388,Messures Sirok Apparels Ltd.,24-07-2005,2500,,,,,,,,,0,none
Ba: Bo:,3389,Narsingdi Seizing & Finishing Mills Ltd.,22-06-2016,2500,,,,,,,,,0,none
Ba: Bo:,3390,Messures Urmi Garments Ltd.,15-07-2006,2500,,,,,,,,,0,none
Ba: Bo:,3392,Mark Fashion Ware (P.) Ltd.,10-07-2009,2500,,,,,,,,,0,none
Ba: Bo:,3391,Shamar Fashion Tex Ltd.,09-07-2017,2500,,,,,,,,,0,none
Ba: Bo:,3393,Mark Fashion Ware (P.) Ltd.,08-07-2021,2500,,,,,,,,,0,none
Ba: Bo:,3394,Mark Fashion Ware (P.) Ltd.,08-07-2021,2500,,,,,,,,,0,none
Ba: Bo:,3396,Fine Steech Apparels Ltd.,15-09-2009,,,,,,,,,,0,none
Ba: Bo:,3400,Kayaba Knitware Ltd.,01-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,3401,Land Mark Sweaters Ltd.,06-07-2009,2500,,,,,,,,,0,none
Ba: Bo:,3403,Anlima Textile Ltd.,04-07-2006,7000,,,,,,,,,0,none
Ba: Bo:,3404,Osen Gate Sweaters Ltd.,29-07-2018,3500,,,,,,,,,0,none
Ba: Bo:,3407,Casenda Sweater Ltd.,24-08-2007,2500,,,,,,,,,0,none
Ba: Bo:,3409,Kalyndi Textile,23-09-2022,5000,,,,,,,,,0,none
Ba: Bo:,3410,Mitaly Textile Mills,25-08-2012,4500,,,,,,,,,0,none
Ba: Bo:,3412,Mastrade International Garments Ltd.,26-08-2008,2500,,,,,,,,,0,none
Ba: Bo:,3415,Sizon Textile (P:) Ltd.,18-08-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,3414,Hollywood Fashion (P.) Ltd.,16-08-2008,2500,,,,,,,,,0,none
Ba: Bo:,3417,M M K Dying Printing Finishing & Calendering Ltd.,26-10-2017,5500,,,,,,,,,0,none
Ba: Bo:,3416,Mother Textile,22-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,3421,S Pen Sweaters Ltd.,19-08-2005,2500,,,,,,,,,0,none
Ba: Bo:,3420,M/S Senu Miya Textile,03-10-2018,5000,,,,,,,,,0,none
Ba: Bo:,3422,S Pen Sweaters Ltd.,19-08-2005,3500,,,,,,,,,0,none
Ba: Bo:,3423,Messures Sumon Dying & Printing,18-08-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,3425,Tripple Seven Apparels Ltd.,10-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,3426,Rifat Garments Ltd.,14-08-2006,2500,,,,,,,,,0,none
Ba: Bo:,3430,A K H Fashions Ltd.,29-03-2018,2500,,,,,,,,,0,none
Ba: Bo:,3431,Taj Kniting Industries Ltd.,03-08-2008,3500,,,,,,,,,0,none
Ba: Bo:,3413,M N Textile,14-06-2007,4500,,,,,,,,,0,none
Ba: Bo:,3432,Amex Apparels Ltd.,30-08-2017,2500,,,,,,,,,0,none
Ba: Bo:,3433,Fashion Concern Ltd.,17-08-2012,2500,,,,,,,,,0,none
Ba: Bo:,3435,S R T Fashion Ltd.,09-09-2019,2500,,,,,,,,,0,none
Ba: Bo:,3436,S R T Fashion Ltd.,09-09-2019,2500,,,,,,,,,0,none
Ba: Bo:,3439,Silken Textile,20-09-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,3437,Aboni Textiles Ltd.,02-09-2017,2500,,,,,,,,,0,none
Ba: Bo:,3441,Fakir Fashion Ltd.,04-04-2012,2500,,,,,,,,,0,none
Ba: Bo:,3444,Millinnium Textile (Southern) Ltd.,24-09-2019,2500,,,,,,,,,0,none
Ba: Bo:,3446,Kasonson Fashions (Pvt.) Ltd.,10-08-2012,2500,,,,,,,,,0,none
Ba: Bo:,3448,Stylo Fashion Garments Ltd.,29-09-2016,2500,,,,,,,,,0,none
Ba: Bo:,3447,Stylo Fashion Garments Ltd.,29-09-2016,2500,,,,,,,,,0,none
Ba: Bo:,3450,Aba Garments,05-09-2017,2500,,,,,,,,,0,none
Ba: Bo:,3452,New Age Apparels Ltd.,24-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,3453,SOYAN SWEATER LTD.,16-02-2016,2500,,,,,,,,,0,none
Ba: Bo:,3451,Padma Sweaters Ltd.,23-09-2005,2500,,,,,,,,,0,none
Ba: Bo:,3455,Concord Kniting & Dying Ind: Ltd.,14-01-2009,6500,,,,,,,,,0,none
Ba: Bo:,3458,Heritage Kniting Ltd.,17-06-2008,2500,,,,,,,,,0,none
Ba: Bo:,3460,Zihan Garments Industry Ltd.,23-06-2020,2500,,,,,,,,,0,none
Ba: Bo:,3461,J K Fabrics Ltd.,25-09-2019,7000,,,,,,,,,0,none
Ba: Bo:,3463,Ruposhi Sweaters Ltd.,27-09-2005,2500,,,,,,,,,0,none
Ba: Bo:,3467,Messures Khaja Dying & Printing Works,11-10-2006,5000,,,,,,,,,0,none
Ba: Bo:,3468,Vertex Fashion Ltd.,02-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,3469,Shahjalal Textile,07-08-2008,3500,,,,,,,,,0,none
Ba: Bo:,3471,Intramex Sweaters Ltd.,02-10-2017,2500,,,,,,,,,0,none
Ba: Bo:,3473,Madna Fashions Ltd.,30-08-2016,2500,,,,,,,,,0,none
Ba: Bo:,3475,Epoch Garments Ltd.,14-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,3476,Cotton Fashion Wares,17-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,3480,Shenon Sweaters Ltd.,07-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,3481,A R N Sweaters Ltd.,09-10-2009,3500,,,,,,,,,0,none
Ba: Bo:,3479,New Age Apparels Ltd.,05-09-2021,2500,,,,,,,,,0,none
Ba: Bo:,3484,Nurun Nahar Textiles Ltd.,09-11-2018,6500,,,,,,,,,0,none
Ba: Bo:,3485,M/S Sumon Textile Mills Ltd.,17-02-2020,4500,,,,,,,,,0,none
Ba: Bo:,3486,Sanaj Textile Mills Ltd.,18-09-2022,6000/-,,,,,,,,,0,none
Ba: Bo:,3492,Messures R Mana Fashions Ltd.,18-10-2008,2500,,,,,,,,,0,none
Ba: Bo:,3495,Walts Fashions Ltd.,03-08-2015,2500,,,,,,,,,0,none
Ba: Bo:,3497,M R Sweaters Composit Ltd.,04-10-2008,7000,,,,,,,,,0,none
Ba: Bo:,3498,R M M Sweaters Ltd.,20-11-2020,2500,,,,,,,,,0,none
Ba: Bo:,3499,Tuba Fashion Ltd.,21-11-2012,2500,,,,,,,,,0,none
Ba: Bo:,3500,Ganish Sweaters Ltd.,03-11-2005,2500,,,,,,,,,0,none
Ba: Bo:,3501,Dynasty Sweater (BD) Ltd.,08-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,3502,Nahian Fashions Ltd.,02-11-2005,6500,,,,,,,,,0,none
Ba: Bo:,3503,Ivence Textiles Ltd.,20-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,3504,Abani Textiles Ltd.,17-11-2022,6500,,,,,,,,,0,none
Ba: Bo:,3505,Ajmiri Composit Knit Ltd.,26-11-2009,6500,,,,,,,,,0,none
Ba: Bo:,3507,Harvard Sweater Ind: Ltd.,06-11-2005,3500,,,,,,,,,0,none
Ba: Bo:,3508,Najiat Sweaters Ltd.,08-11-2005,2500,,,,,,,,,0,none
Ba: Bo:,3511,Classic Sweater Ltd.,10-11-2005,4500,,,,,,,,,0,none
Ba: Bo:,3516,A & A Fashion Ind: Ltd.,18-11-2019,2500,,,,,,,,,0,none
Ba: Bo:,3518,A K H Kniting & Dying Ltd.,16-11-2021,2500,,,,,,,,,0,none
