registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,5559,B S A Apparels Ltd.,10-11-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5561,Anoyar Dying Printing & Finishing Mills,17-08-2022,5500/-,,,,,,,,,0,none
Ba: Bo:,5560,B S A Apparels Ltd.,10-11-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5562,New Age Textile Ltd.,16-11-2021,6500,,,,,,,,,0,none
Ba: Bo:,5563,Bonafide Kniting Mills Ltd.,17-08-2018,6500,,,,,,,,,0,none
Ba: Bo:,5565,"M/S Master Knitwear Ltd,",13-10-2022,50000,,,,,,,,,0,none
Ba: Bo:,5567,Sun Washing Plant,14-03-2023,3500/-,,,,,,,,,0,none
Ba: Bo:,5568,Spring Knitwares Ltd.,14-08-2012,2500,,,,,,,,,0,none
Ba: Bo:,5569,Manami Fashions Ltd.,19-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,5571,Polo Composit Knit Ind: Ltd.,18-10-2021,6500,,,,,,,,,0,none
Ba: Bo:,5575,Angora Fashions Ltd.,22-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,5576,Saistone Garments Ltd.,14-11-2014,2500,,,,,,,,,0,none
Ba: Bo:,5579,C & A Textiles Ltd.,28-11-2009,5500,,,,,,,,,0,none
Ba: Bo:,5581,Glodias Fashion Ware Ltd.,14-12-2017,2500,,,,,,,,,0,none
Ba: Bo:,5583,Graphics Textiles Ltd.,14-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,5584,R G R Sweaters Ltd.,10-02-2020,2500,,,,,,,,,0,none
Ba: Bo:,5586,Mens Fashions Ltd.,05-11-2012,3500,,,,,,,,,0,none
Ba: Bo:,5591,Knit Shirt (P:) Ltd.,29-12-2009,2500,,,,,,,,,0,none
Ba: Bo:,5592,S B Knit Fashion,13-12-2018,2500,,,,,,,,,0,none
Ba: Bo:,5595,Sayem Knit Febrics,25-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,5597,Mondol Apparels Ltd.,04-02-2018,2500,,,,,,,,,0,none
Ba: Bo:,5598,Safaa Sweaters Ltd.,18-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,5599,The Dhaka Dying Garments Ltd.,28-01-2017,2500,,,,,,,,,0,none
Ba: Bo:,5600,Lebus Knitwear Ltd.,02-03-2021,3500,,,,,,,,,0,none
Ba: Bo:,5601,L Usine Fashion Ltd.,26-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5603,Spairax Textile Washing & Alaid Ind: Ltd.,20-01-2021,2500,,,,,,,,,0,none
Ba: Bo:,5602,Bangladesh Speaners & Kniters (P:) Ltd.,16-01-2018,6000,,,,,,,,,0,none
Ba: Bo:,5604,Mohiuddin Textile (Pvt.) Ltd.,17-05-2021,5500,,,,,,,,,0,none
Ba: Bo:,5607,Moyajuddin Knit Fashion Ltd.,21-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,5608,Fabric Knit Composit Ltd.,17-01-2010,2500,,,,,,,,,0,none
Ba: Bo:,5606,Knitex Dresses Ltd.,26-01-2015,6500,,,,,,,,,0,none
Ba: Bo:,5614,Juki Garments Ltd.,21-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,5617,Phonix Home Textile Ltd.,11-01-2023,5000,,,,,,,,,0,none
Ba: Bo:,5618,Zoom Sweaters Ltd.,17-01-2010,3500,,,,,,,,,0,none
Ba: Bo:,5620,Turag Garments & Hosiery Mills Ltd.,16-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,5619,Arva Textile Ltd.,21-01-2011,2500,,,,,,,,,0,none
Ba: Bo:,5621,Barnali Textile & Printing Ind: (P:) Ltd.,10-01-2022,6500,,,,,,,,,0,none
Ba: Bo:,5623,H F Fashion Ltd.,24-11-2010,2500,,,,,,,,,0,none
Ba: Bo:,5624,Febrica Knit Composit Ltd.,03-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,5625,Bea-Con Knitwear Ltd. (Factory-02).,29-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,5632,Sape Fashions Ltd.,19-02-2012,4500,,,,,,,,,0,none
Ba: Bo:,5633,A K H Washing Ltd,19-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,5634,Cozima Lyric Garments Ltd.,18-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,5638,Dharola Fashions Ltd.,17-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,5639,Yasoma Kniting & Dying Ltd.,17-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,5640,Purbani Rotor Spinning Ltd.,23-02-2023,7000,,,,,,,,,0,none
Ba: Bo:,5643,Pabon Fabrics Ltd.,24-02-2012,5000,,,,,,,,,0,none
Ba: Bo:,5645,Fiat Fashion Ltd.,06-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,5646,Monir Sikdar Textile & Sizing Mills Ltd.,24-02-2010,5500,,,,,,,,,0,none
Ba: Bo:,5647,Tamishna Fashionware Ltd.,07-02-2022,5000,,,,,,,,,0,none
Ba: Bo:,5648,Best Shirts Ltd.,13-02-2023,3500,,,,,,,,,0,none
Ba: Bo:,5649,Takoya Fabrics Ltd.,13-03-2014,6500,,,,,,,,,0,none
Ba: Bo:,5652,Sad Musa Fabrics Ltd.,14-03-2023,6500/-,,,,,,,,,0,none
Ba: Bo:,5656,Nazim Fashion Ltd.,30-08-2015,2500,,,,,,,,,0,none
Ba: Bo:,5659,Space Sweater Ltd.,30-03-2017,2500,,,,,,,,,0,none
Ba: Bo:,5661,Creative Shirts Ltd.,25-03-2017,2500,,,,,,,,,0,none
Ba: Bo:,5662,Creative Shirts Ltd.,25-03-2017,2500,,,,,,,,,0,none
Ba: Bo:,5664,A K H Fashions Ltd.,29-03-2018,2500,,,,,,,,,0,none
Ba: Bo:,5665,Squire Fashions Ltd.,12-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,5666,Land Mark Fabrics Ltd.,04-05-2018,7000,,,,,,,,,0,none
Ba: Bo:,5669,Achin Textile (P:) Ltd.,17-03-2022,5000,,,,,,,,,0,none
Ba: Bo:,5671,BHML Sweaters Ltd.,16-03-2018,3500,,,,,,,,,0,none
Ba: Bo:,5670,ACS Textile (Bangladesh) Ltd.,07-02-2017,7000,,,,,,,,,0,none
Ba: Bo:,5677,N Ahmed Dying & Finishing Mills Ltd.,15-04-2022,6000,,,,,,,,,0,none
Ba: Bo:,5683,Experiences Textile,21-04-2022,6500,,,,,,,,,0,none
Ba: Bo:,5684,Experiences Textile Ltd.,09-03-2023,6500,,,,,,,,,0,none
Ba: Bo:,5685,Squire Multi Fabrics Ltd.,12-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,5686,Shyamoli Garments Ltd.,09-03-2021,6000,,,,,,,,,0,none
Ba: Bo:,5691,Brign Knit Composit Ltd.,11-02-2010,2500,,,,,,,,,0,none
Ba: Bo:,5692,Jhalmal Textile Mills (P:) Ltd.,11-04-2022,4500,,,,,,,,,0,none
Ba: Bo:,5696,Aswad Composite Mills Ltd.,15-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,5698,Nurani Dying & Sweater Ltd.,18-04-2018,6500,,,,,,,,,0,none
Ba: Bo:,5704,Indesor Sweater Ltd.,05-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,5703,Indesor Sweater Ltd.,05-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,5705,Hasmotullah Knit Wares Ltd.,17-04-2017,2500,,,,,,,,,0,none
Ba: Bo:,5707,Taufiq Sweater Ltd.,09-02-2022,,,,,,,,,,0,none
Ba: Bo:,5710,The Dress & the ideas ltd.,22-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,5711,Skyline Apparels Ltd.,20-04-2017,4500,,,,,,,,,0,none
Ba: Bo:,5712,Knit Software Ltd.,08-05-2017,2500,,,,,,,,,0,none
Ba: Bo:,5714,sinargy Fashion,15-03-2022,,,,,,,,,,0,none
Ba: Bo:,5717,Rabbi Textiles,15-06-2022,6000,,,,,,,,,0,none
Ba: Bo:,5719,A B G Sweaters Ltd.,31-05-2012,2500,,,,,,,,,0,none
Ba: Bo:,5720,Express Washing & Dying Ltd.,26-04-2010,7000,,,,,,,,,0,none
Ba: Bo:,5721,B H I S Apparels Ltd.,21-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,5722,B H I S Apparels Ltd.,14-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,5723,Rose Sweaters Ltd.,12-04-2022,3500,,,,,,,,,0,none
Ba: Bo:,5725,Noman Home Textile Mills Ltd.,05-06-2022,5500,,,,,,,,,0,none
Ba: Bo:,5724,Noman Textile Mills Ltd.,25-08-2022,5500,,,,,,,,,0,none
Ba: Bo:,5726,Dalas Fashions Ltd.,08-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,5727,Dalas Fashions Ltd.,08-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,5728,Four H Dying & Printing Ltd.,10-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,5729,Aram Sweater Ltd.,16-04-2018,2500,,,,,,,,,0,none
Ba: Bo:,5730,Interlink Apparels Ltd.,28-04-2021,2500,,,,,,,,,0,none
Ba: Bo:,5731,B.R.N Washing Ltd.,29-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,5733,Lafti Design & Fashions (P:) Ltd.,11-05-2017,2500,,,,,,,,,0,none
Ba: Bo:,5702,Meghna Knit Composite Ltd.,22-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,5734,ESE KNITWEAR,04-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5737,A K M Knit Ware Ltd.,26-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,5738,Legasy Fashion Ltd.,24-07-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5739,Legasy Fashion Ltd.,24-07-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5740,Legasy Fashion Ltd.,24-07-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5741,Legasy Fashion Ltd.,25-05-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,5742,Legasy Fashion Ltd.,24-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,5746,Sonia & Sweaters Ltd.,22-02-2023,3500,,,,,,,,,0,none
Ba: Bo:,5748,Gramtech Knit Dying Finishing Garments Ltd.,18-05-2019,6500,,,,,,,,,0,none
Ba: Bo:,5749,D A L Knit Ware Ltd.,20-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,5752,Surojjaman Textile & Dying Mills,10-11-2021,,,,,,,,,,0,none
Ba: Bo:,5751,Sijonse Dresses Ltd.,13-05-2021,2500,,,,,,,,,0,none
Ba: Bo:,5753,Pearl Garments Co. Ltd.,22-05-2019,3500,,,,,,,,,0,none
Ba: Bo:,5754,Dress & Dismetic (P:) Ltd.,05-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5757,Mahmud Fashions Ltd.,05-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,5758,Fokhoruddin Textile Mills Ltd.,21-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,5760,Usan Knit Composite Ltd.,06-08-2020,2500,,,,,,,,,0,none
Ba: Bo:,5764,Wave Tex Apparels Ltd.,09-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5765,Wave Tex Apparels Ltd.,18-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,5767,Rahman Knit,23-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,5769,Shed Fashions Ltd.,22-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,5772,Global Specialized Garments Ltd.,11-06-2011,,,,,,,,,,0,none
Ba: Bo:,5773,Naz Sweaters Ltd.,06-06-2011,3500,,,,,,,,,0,none
Ba: Bo:,5777,Messures Seba Textile & Sizing,10-06-2021,3500,,,,,,,,,0,none
Ba: Bo:,5776,Zaber And Zubair Fabrics Ltd.,26-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,5778,Nannu Textile Mills Ltd.,26-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,5780,Seturn Textile Ltd.,13-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,5781,E F F Textile Ltd.,23-06-2018,2500,,,,,,,,,0,none
Ba: Bo:,5783,Jamuna Apparels  Ltd.,19-06-2014,2500,,,,,,,,,0,none
Ba: Bo:,5782,Alfa Kniting Ware Ltd.,16-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,5785,Kamana Daeyoung Textile Limited,14-06-2022,9500,,,,,,,,,0,none
Ba: Bo:,5789,Versetile Fashion pvt limited,11-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5790,Messures Parashmoni Sweater Ltd.,29-06-2014,2500,,,,,,,,,0,none
Ba: Bo:,5791,Horizen Fashion Ware Ltd.,11-05-2021,2500,,,,,,,,,0,none
Ba: Bo:,5792,Joni Finishing Mills,19-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,5793,Winsome Knit Composit Ltd.,15-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,5794,Fa Apparels Ltd.,27-06-2010,2500,,,,,,,,,0,none
Ba: Bo:,5796,Cristal Knit Ware Ltd.,26-06-2010,2500,,,,,,,,,0,none
Ba: Bo:,5798,Eko Washing Ltd.,08-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,5797,Himel Textile & Sizing,17-06-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,5800,Chandpur Textile Mills Ltd.,21-04-2022,6000,,,,,,,,,0,none
Ba: Bo:,5802,Messures Tania Dying Printing & Finishing Mill,13-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,5803,Dewti Fashion Ltd.,15-07-2012,2500,,,,,,,,,0,none
Ba: Bo:,5805,Square Textiles Ltd.,26-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,5804,Squire Textiles Ltd.,26-06-2020,7000,,,,,,,,,0,none
Ba: Bo:,5806,Square Textiles Ltd.,11-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,5807,Squire Textiles Ltd.,26-06-2020,7000,,,,,,,,,0,none
Ba: Bo:,5809,Samahar Sweaters Ltd.,15-04-2019,3500,,,,,,,,,0,none
Ba: Bo:,5811,Hannan Knit & Textiles Ltd.,11-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,5810,Scandex Knitware Ltd.,21-07-2011,3500,,,,,,,,,0,none
Ba: Bo:,5813,Hannan Knit & Textiles Ltd.,25-07-2017,2500,,,,,,,,,0,none
Ba: Bo:,5812,Hannan Knit & Textiles Ltd.,03-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,5814,Unicom Textile Mills Ltd.,19-12-2021,7000,,,,,,,,,0,none
Ba: Bo:,5815,Emon Fashion Ltd.,04-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,5818,Barat Dying & Printing,08-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,5819,M C Apparels Ltd.,09-07-2017,2500,,,,,,,,,0,none
Ba: Bo:,5820,Jaber & Jobayer Fabrics Ltd.,25-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,5821,Jaber & Jobayer Fabrics Ltd.,08-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,5822,Mouli Fashion Ltd.,19-07-2017,2500,,,,,,,,,0,none
Ba: Bo:,5824,Interlink Dresses,22-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,5826,Belview Knitex Ltd.,08-07-2011,2500,,,,,,,,,0,none
Ba: Bo:,5828,Evince Textiles Ltd.,06-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,5827,Urmy Garments Ltd.,14-07-2021,2500,,,,,,,,,0,none
Ba: Bo:,5830,Devine Fabrics Ltd.,14-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,5833,Armor Garments Ltd.,13-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,5825,Interlink Dresses,22-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,5835,Level Two Apparels Ltd.,14-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,5836,Jaber & Jobayer Fabrics Ltd.,25-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,5837,Talha Fabrics Ltd.,25-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,5838,Noman Composit Textile Ltd.,01-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,5841,Blosom Textiles Ltd.,08-08-2012,3500,,,,,,,,,0,none
Ba: Bo:,5840,Green Life Knitex Ltd.,03-08-2017,2500,,,,,,,,,0,none
Ba: Bo:,5839,Sukhi Textile & Processing Mills,25-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,5842,Yong International Garments (BD) Ltd.,10-08-2010,2500,,,,,,,,,0,none
Ba: Bo:,5843,Yong International Garments (BD) Ltd.,10-08-2010,2500,,,,,,,,,0,none
Ba: Bo:,5845,Engels Composit Kniting Ind: (P:) Ltd.,11-08-2013,6500,,,,,,,,,0,none
Ba: Bo:,5846,Apparels 21 Ltd.,13-10-2022,,,,,,,,,,0,none
Ba: Bo:,5849,Sinha Knit Ind. Ltd.,10-05-2022,3500,,,,,,,,,0,none
Ba: Bo:,5852,Talha  Fabrics Ltd.,25-05-2022,5500,,,,,,,,,0,none
Ba: Bo:,5851,B. Brothers Garments Co. Ltd.,04-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,5853,Noman Textile Mills Ltd.,24-08-2022,5500,,,,,,,,,0,none
Ba: Bo:,5855,Transworld Sweater Ltd.,12-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,5856,Chittagong Fashion Specialized Textiles Ltd.,22-08-2012,2500,,,,,,,,,0,none
Ba: Bo:,5857,E S E Knit Ware Ltd.,03-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,5859,Design Tex Fashions Ltd.,22-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,5861,Paramount Textile Ltd.,04-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,5864,R.K. Textile & Processing Plant,14-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,5863,Soyan Garments (P:) Ltd.,01-09-2010,2500,,,,,,,,,0,none
Ba: Bo:,5867,Space Sweater Ltd.,24-09-2017,2500,,,,,,,,,0,none
Ba: Bo:,5866,Tung High Kniting & Dying Ltd.,11-09-2012,2500,,,,,,,,,0,none
Ba: Bo:,5868,R M M Knit Clothing Ltd.,16-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,5869,Arari Fashion Ltd.,23-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,5873,K Ali Sweater Ind: Ltd.,03-09-2010,2500,,,,,,,,,0,none
Ba: Bo:,5877,Shad Fashion Ltd.,30-08-2019,3500,,,,,,,,,0,none
Ba: Bo:,5879,Supreme Knit Ware Ltd.,16-08-2022,4500,,,,,,,,,0,none
Ba: Bo:,5880,Fareast Kniting & Dying Ind: Ltd.,07-07-2020,3500,,,,,,,,,0,none
Ba: Bo:,5881,Chittagong Knitwers (Pvt) Ltd,05-06-2018,2500,,,,,,,,,0,none
Ba: Bo:,5882,Chittagong Knitwers (Pvt) Ltd,05-06-2018,2500,,,,,,,,,0,none
Ba: Bo:,5885,S B Style Composite Ltd.,27-09-2020,3500,,,,,,,,,0,none
Ba: Bo:,5888,Classic Shirts Ltd.,10-10-2011,2500,,,,,,,,,0,none
Ba: Bo:,5887,Faruk Dying Kniting & Manufacturing Ltd.,03-10-2013,4500,,,,,,,,,0,none
Ba: Bo:,5890,Day-Fashions Ltd.,27-10-2016,2500,,,,,,,,,0,none
Ba: Bo:,5892,Jamal Uddin Textile,12-09-2020,3500,,,,,,,,,0,none
Ba: Bo:,5893,D & S Preity Fashions Ltd.,25-08-2022,4500,,,,,,,,,0,none
Ba: Bo:,5894,Mark Fabrics Ltd.,06-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,5895,Mazeda Fabrics Ltd.,26-10-2021,3500,,,,,,,,,0,none
Ba: Bo:,5898,Glory Fashions Ltd.,20-07-2019,2500,,,,,,,,,0,none
Ba: Bo:,5899,Urmy Knit Ware Ltd.,22-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,5900,Load Star Fashions Ltd.,22-10-2011,2500,,,,,,,,,0,none
Ba: Bo:,5902,M & S Sweater Ltd.,18-10-2010,2500,,,,,,,,,0,none
Ba: Bo:,5904,Pilusid Textile Ltd.,22-12-2022,5500,,,,,,,,,0,none
Ba: Bo:,5905,National Composit Knit Ltd.,13-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,5906,Align Apparels Ltd.,16-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,5907,Barnali Textile & Printing Ind: (P:) Ltd.,25-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,5908,Panorama Apparels Ltd.,09-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,5913,Cadni Textile Mills Ltd.,26-11-2022,6000,,,,,,,,,0,none
Ba: Bo:,5914,Sumi Printing & Wiving Ind: (P:) Ltd.,24-07-2021,5500,,,,,,,,,0,none
Ba: Bo:,5917,Ring Sine Textiles Ltd.,26-11-2020,6500,,,,,,,,,0,none
Ba: Bo:,5923,Jajira Fabrics,19-11-2015,,,,,,,,,,0,none
Ba: Bo:,5924,Unifil Textile Mills Ltd.,25-11-2018,6500,,,,,,,,,0,none
Ba: Bo:,5927,Crown Knitware Ltd.,02-11-2019,2500,,,,,,,,,0,none
Ba: Bo:,5931,Bango Fashion Ltd.,19-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,5930,Southern Dress Shilpo Ltd.,21-11-2010,2500,,,,,,,,,0,none
Ba: Bo:,5932,Sonica Screen Printing & Dying,23-11-2010,4500,,,,,,,,,0,none
Ba: Bo:,5933,A. K. H Kniting & Dying Ltd.,10-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,5941,G. S Garments Ltd.,24-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,5943,Sinha Yearn Dying & Fabrics Ltd.,26-04-2022,7000,,,,,,,,,0,none
Ba: Bo:,5944,Ruhul Sweater Ltd.,01-12-2014,2500,,,,,,,,,0,none
Ba: Bo:,5947,Fakir Apparels Ltd.,12-12-2012,7000,,,,,,,,,0,none
Ba: Bo:,5949,Sadma Fashion Ware Ltd.,23-12-2014,6500,,,,,,,,,0,none
Ba: Bo:,5951,Cotton Textile & Apparels Ltd.,14-12-2012,2500,,,,,,,,,0,none
Ba: Bo:,5958,Tajrin Fashions Ltd.,15-03-2012,2500,,,,,,,,,0,none
Ba: Bo:,5957,Messures Yasin Knitex Ind: Ltd.,19-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,5959,Five Star Textile Mills Ltd.,24-01-2022,6500,,,,,,,,,0,none
Ba: Bo:,5960,Fatulla Fashions Ltd.,16-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,5961,Grenn textile Limited,16-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,5967,T M Textile & Garments Ltd.,19-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,5966,A C S Textile (Bangladesh) Limited,14-12-2021,7000,,,,,,,,,0,none
Ba: Bo:,5968,Shishir Kniting & Dying Ltd.,24-01-2015,2500,,,,,,,,,0,none
Ba: Bo:,5970,Panasia Sweaters Ltd.,18-01-2017,2500,,,,,,,,,0,none
Ba: Bo:,5971,Han Sing Textile Co. (BD) Ltd.,03-01-2018,6500,,,,,,,,,0,none
Ba: Bo:,5972,Kazipur Fashions Ltd. (Unit-1),12-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,5978,Susuka Knit Ltd.,22-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,5981,Riya  Apparels Ltd.,15-01-2018,2500,,,,,,,,,0,none
Ba: Bo:,5983,Mega Choice Knit Ware Ltd.,26-01-2011,2500,,,,,,,,,0,none
Ba: Bo:,5975,Bela Fashions Ltd.,27-01-2015,2500,,,,,,,,,0,none
Ba: Bo:,5987,Dohar Washing Plant (P:) Ltd.,31-01-2011,2500,,,,,,,,,0,none
Ba: Bo:,5986,Panrama Apparels Ltd.,02-01-2019,2500,,,,,,,,,0,none
Ba: Bo:,5989,G. M. Composit Textile Ltd.,03-02-2011,6000,,,,,,,,,0,none
Ba: Bo:,5990,G. M. Composit Textile Ltd.,03-02-2011,6000,,,,,,,,,0,none
Ba: Bo:,5995,Fakir Garments Ltd.,18-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,6001,Smart Knit Wares Ltd.,09-02-2011,2500,,,,,,,,,0,none
Ba: Bo:,6004,Sonargaon Textile Ind:,10-02-2011,3500,,,,,,,,,0,none
Ba: Bo:,6005,B. L. Apparels Ltd.,09-02-2022,6500,,,,,,,,,0,none
Ba: Bo:,6012,M K Fashions Ltd.,19-02-2012,2500,,,,,,,,,0,none
Ba: Bo:,6016,Tamanna Sweater Ltd.,28-03-2015,2500,,,,,,,,,0,none
Ba: Bo:,6017,Tamanna Sweater Ltd.,28-03-2015,2500,,,,,,,,,0,none
Ba: Bo:,6018,A.S.T knitwear,06-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,6019,Pakija Dying & Printing Ind: (P:) Ltd.,20-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,6020,Febrics Knit Composit Ltd.,07-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,6022,Sardar Apparels Ltd.,17-03-2015,6500,,,,,,,,,0,none
Ba: Bo:,6023,Devine Fabrics Ltd.,24-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,6024,knit plus limited.,15-01-2023,6000,,,,,,,,,0,none
Ba: Bo:,6028,Designtex Sweaters Ltd.,06-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,6031,Messures Sumi Dying & Printing Ind:,13-03-2011,3500,,,,,,,,,0,none
Ba: Bo:,6033,Jedda Dying & Printing Ltd.,23-03-2023,6000,,,,,,,,,0,none
Ba: Bo:,6038,Hams Garments Ltd.,22-03-2018,2500,,,,,,,,,0,none
Ba: Bo:,6041,Nasir Printing & Packeging Industries Ltd.,02-03-2022,6000,,,,,,,,,0,none
Ba: Bo:,6040,T. J. Sweaters Ltd.,11-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,6042,M. S. Dying Printing & Finishing Ltd.,22-03-2016,6500,,,,,,,,,0,none
Ba: Bo:,6044,Adorn Fashions Ltd.,08-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,6047,Pakija Dying & Printing Ind: (P:) Ltd.,23-01-2023,6000,,,,,,,,,0,none
Ba: Bo:,6049,Hams Garments Ltd.,07-03-2022,6500,,,,,,,,,0,none
Ba: Bo:,6052,Kaiyum Fashion Ltd.,23-02-2017,2500,,,,,,,,,0,none
Ba: Bo:,6051,New Top Textile BD Ltd.,10-04-2021,5000,,,,,,,,,0,none
Ba: Bo:,6056,D A K Textile,23-03-2022,5000,,,,,,,,,0,none
Ba: Bo:,6063,Asif Apparels Ltd.,02-04-2019,2500,,,,,,,,,0,none
Ba: Bo:,6064,Meridian Washing Plant (P:) Ltd.,13-03-2022,5000,,,,,,,,,0,none
Ba: Bo:,6068,Bando Fashions Limited,01-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,6071,Phoenix Spinning Mills Ltd.,30-04-2018,3500,,,,,,,,,0,none
Ba: Bo:,6070,Messures Angashree Dying & Printing,26-04-2022,5500,,,,,,,,,0,none
Ba: Bo:,6072,Armana Apparels Ltd.,08-05-2019,2500,,,,,,,,,0,none
Ba: Bo:,6073,Armana Apparels Ltd.,03-05-2012,2500,,,,,,,,,0,none
Ba: Bo:,6079,Indesor Sweater Ltd.,05-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,6080,Logos Apparels Ltd.,11-05-2022,3500,,,,,,,,,0,none
